id,genres,original_title,popularity,tagline,original_language,production_countries
495,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",Mrs. Doubtfire,11.16553,She makes dinner. She does windows. She reads bedtime stories. She's a blessing... in disguise.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
496,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Naked,8.665198,,en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]"
497,"[{'id': 12, 'name': 'Adventure'}]",The Next Karate Kid,9.9697,Who says the good guy has to be a guy?,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
498,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",The New Age,0.5962069999999999,A shopping spree for the morally bankrupt.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
499,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",No Escape,9.715187,No Guards. No Walls.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
500,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",North,15.534707000000001,A family comedy that appeals to the child in everyone.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
501,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",Orlando,3.800785,,en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'NL', 'name': 'Netherlands'}, {'iso_3166_1': 'RU', 'name': 'Russia'}]"
502,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",A Perfect World,8.040589,,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
503,"[{'id': 18, 'name': 'Drama'}]",Philadelphia,13.373006,No one would take on his case... until one man was willing to take on the system.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
504,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",The Piano,7.436758,,en,"[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'FR', 'name': 'France'}]"
505,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Poetic Justice,6.972599000000001,A Street Romance.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
506,"[{'id': 18, 'name': 'Drama'}]",The Program,3.199976,From Different Worlds They Come To Prove Themselves In The Gritty World of College Football.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
507,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",The Puppet Masters,7.272296000000001,Trust No One,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
508,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",Radioland Murders,8.506727,"At station WBN, the hits just keep on coming.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
509,"[{'id': 35, 'name': 'Comedy'}]",The Ref,5.868677,They might be his hostages but what they're doing to this guy is criminal.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
510,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",The Remains of the Day,12.222576,Diamond in the Rough,en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
511,"[{'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",Renaissance Man,4.985157,"One Man's Mission To Teach The Few, The Proud... The Impossible!",en,"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
512,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Rising Sun,6.279082,A collision of East and West. A conspiracy of seduction and murder. A battle between tradition and power. Business is war.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
513,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",The Road to Wellville,3.416181,A comedy of the heart and other organs.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
514,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",RoboCop 3,8.685798,He's back to lay down the law.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
515,"[{'id': 35, 'name': 'Comedy'}]",Robin Hood: Men in Tights,17.136672,"The legend had it coming... Find out where Robin Hood put his Little John, what made Will Scarlet, and what did Friar Tuck into his tights that Maid Marion all of a quiver?",en,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
516,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Romeo Is Bleeding,9.796318,The story of a cop who wanted it bad and got it worse.,en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
517,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Romper Stomper,5.157926,Give Him Smack In Head Special ...,en,"[{'iso_3166_1': 'AU', 'name': 'Australia'}]"
518,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Ruby in Paradise,0.941994,A woman's search for herself.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
519,"[{'id': 18, 'name': 'Drama'}]",Rudy,5.914833,"It's not the size of the dog in the fight, It's the size of the fight in the dog.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
520,"[{'id': 18, 'name': 'Drama'}]",The Saint of Fort Washington,1.065843,,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
521,"[{'id': 18, 'name': 'Drama'}]",Les Nuits Fauves,1.031556,,fr,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]"
522,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",Schindler's List,41.725122999999996,"Whoever saves one life, saves the world entire.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
523,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",The Scout,5.7156080000000005,He was praying for a miracle. What he got was Steve Nebraska.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
524,"[{'id': 18, 'name': 'Drama'}]",Searching for Bobby Fischer,12.048587,Every journey begins with a single move.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
525,"[{'id': 18, 'name': 'Drama'}]",Second Best,0.8825959999999999,,en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
526,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",The Secret Garden,6.499523,"The timeless tale of a special place where magic, hope and love grow.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
527,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",Serial Mom,5.305311,"Every Mom Wants to Be Wanted, But Not For Murder One!",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
528,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",The Shadow,7.881107000000001,The Shadow Knows!,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
529,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Shadowlands,2.9658599999999997,,en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]"
530,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Short Cuts,8.829336999999999,Short Cuts raises the roof on America.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
531,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",A Simple Twist of Fate,4.13516,A twist of fate brought them something wonderful... Each other!,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
532,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Sirens,2.86213,"In the 1930s, an artist and his models scandalized a nation with their controversial paintings. For a young couple, meeting them was the experience of a lifetime.",en,"[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]"
533,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",Six Degrees of Separation,8.730025,"For Paul, every person is a new door to a new world.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
534,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Sleepless in Seattle,10.234919,"What if someone you never met, someone you never saw, someone you never knew was the only someone for you?",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
535,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Sliver,11.23297,You like to watch... don't you?,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
536,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Blade Runner,96.272374,Man has made his match... now it's his problem.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]"
537,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Son in Law,9.122717999999999,He's a relative nightmare.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
538,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",So I Married an Axe Murderer,8.051914,The honeymoon was killer.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
539,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",Striking Distance,13.390917000000002,"They shouldn't have put him in the water, if they didn't want him to make waves.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
540,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Harem,1.825468,,en,[]
541,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",Super Mario Bros.,7.198455,This Ain't No Game.,en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
542,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",Surviving the Game,3.6446410000000005,The ultimate manhunt.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
543,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",Terminal Velocity,8.012225,It's not the fall that kills you...,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
544,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",Thirty Two Short Films About Glenn Gould,0.8730680000000001,The sound of genius.,en,"[{'iso_3166_1': 'FI', 'name': 'Finland'}, {'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'NL', 'name': 'Netherlands'}, {'iso_3166_1': 'PT', 'name': 'Portugal'}]"
545,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",Threesome,10.82236,One girl. Two guys. Three possibilities.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
546,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",The Nightmare Before Christmas,17.730913,A ghoulish tale with wicked humor & stunning animation.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
547,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",The Three Musketeers,6.34785,All for one and one for all!,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'AT', 'name': 'Austria'}]"
548,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 37, 'name': 'Western'}]",Tombstone,11.338194,Justice is coming.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
549,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",Trial by Jury,0.8558600000000001,"For one juror, the question of guilt or innocence is a matter of life or death... her own.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
550,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",True Romance,17.189328,"Stealing, Cheating, Killing. Who said romance was dead?",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
551,"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",The War Room,1.273617,They Changed The Way Campaigns Are Won,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
552,"[{'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",The Pagemaster,7.436000999999999,All The Adventure Your Imagination Can Hold.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
553,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","Paris, France",0.741522,,en,"[{'iso_3166_1': 'CA', 'name': 'Canada'}]"
554,[],"The Beans of Egypt, Maine",0.38247,,en,[]
555,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Killer,0.422224,You only hurt the one you love.,en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]"
556,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Welcome to the Dollhouse,5.14056,Not all girls want to play with dolls.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
557,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Germinal,2.759302,Who needs God and Heaven? We can change this lousy world.,en,"[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]"
558,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",Chasers,9.85327,It was supposed to be a routine prisoner transfer. But this was no ordinary prisoner.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
559,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",Cronos,5.513024,,en,"[{'iso_3166_1': 'MX', 'name': 'Mexico'}]"
560,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",Naked in New York,0.449733,,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
561,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Kika,3.647321,,es,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]"
562,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Bhaji on the Beach,0.44158500000000006,,en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]"
563,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",Little Big League,1.960563,Major League is about to experience a minor problem . . . . . . he's 12-years-old.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
564,"[{'id': 18, 'name': 'Drama'}]",Kådisbellan,1.7645819999999999,"If growing up were easy, everybody would do it.",sv,"[{'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]"
565,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",Wide Eyed and Legless,0.00015,,en,[]
566,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Foreign Student,0.0027890000000000002,,en,[]
567,"[{'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",Io speriamo che me la cavo,3.456868,"Ciao, Professore!",en,"[{'iso_3166_1': 'IT', 'name': 'Italy'}]"
568,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Spanking the Monkey,2.799575,A gripping comedy about letting go.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
569,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",The Little Rascals,6.707109,Mischief loves company,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
570,"[{'id': 35, 'name': 'Comedy'}]",À la mode,8.2e-05,,en,[]
571,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",Andre,3.139316,The greatest adventure is finding your way home.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
572,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",La scorta,0.046196,,it,"[{'iso_3166_1': 'IT', 'name': 'Italy'}]"
573,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 9648, 'name': 'Mystery'}]",Princess Caraboo,1.943323,She was everything they dreamed of... And nothing they expected.,en,[]
574,"[{'id': 36, 'name': 'History'}, {'id': 99, 'name': 'Documentary'}]",The Celluloid Closet,6.784687,,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
575,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",Métisse,1.040873,,en,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'BE', 'name': 'Belgium'}]"
576,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Caro diario,2.904734,,it,"[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'FR', 'name': 'France'}]"
577,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",De eso no se habla,1.213481,,en,"[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'AR', 'name': 'Argentina'}]"
578,"[{'id': 35, 'name': 'Comedy'}]",The Brady Bunch Movie,4.233092,,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
579,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",Home Alone,0.702543,A Family Comedy Without the Family.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
580,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",Ghost,11.945397,A love that will last forever.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
581,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",Aladdin,16.357419,Wish granted!,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
582,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",Terminator 2: Judgment Day,22.661695,It's nothing personal.,en,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
583,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",Dances with Wolves,11.654349,Inside everyone is a frontier waiting to be discovered.,en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
584,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",Tough and Deadly,0.426887,Experts with fists and guns and not afraid to use them.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
585,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",Batman,19.10673,Have you ever danced with the devil in the pale moonlight?,en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
586,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",The Silence of the Lambs,4.307222,To enter the mind of a killer she must challenge the mind of a madman.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
587,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",Snow White and the Seven Dwarfs,16.263878,"The Happiest, Dopiest, Grumpiest, Sneeziest movie of the year.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
588,"[{'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}]",Beauty and the Beast,23.433511,The most beautiful love story ever told.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
589,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",Pinocchio,14.202283999999999,For anyone who has ever wished upon a star.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
590,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",Pretty Woman,13.348451,Who knew it was so much fun to be a hooker?,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
591,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",Окно в Париж,0.345748,,ru,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'RU', 'name': 'Russia'}]"
592,"[{'id': 12, 'name': 'Adventure'}, {'id': 37, 'name': 'Western'}]",The Wild Bunch,11.722424,"If you only want to spend two hours in a movie theatre and go home and forget it, stay away from THE WILD BUNCH.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
593,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",Love and a .45,3.4052300000000004,This is one jagged twisting ride you'll never forget.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
594,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]",The Wooden Man's Bride,0.088451,She defied a thousand years of tradition for one moment of passion,en,"[{'iso_3166_1': 'CN', 'name': 'China'}]"
595,[],A Great Day in Harlem,0.076352,,en,[]
596,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",Bye Bye Love,2.47308,,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
597,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",One Fine Day,7.009946,She was having a perfectly bad day... Then he came along and spoiled it.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
598,"[{'id': 27, 'name': 'Horror'}]",Candyman: Farewell to the Flesh,4.9835519999999995,Evil comes when you call his name.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
599,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",Century,1.4610290000000001,,en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]"
600,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Fargo,12.61469,A lot can happen in the middle of nowhere.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
601,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",Homeward Bound II: Lost in San Francisco,14.657754,Your favorite talking animals are back!,en,"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
602,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",Heavy Metal,7.640072999999999,A Step Beyond Science Fiction,en,"[{'iso_3166_1': 'CA', 'name': 'Canada'}]"
603,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",Hellraiser: Bloodline,5.263187,"This year, the past, the present and the future will all meet at the crossroads of hell.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
604,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",The Pallbearer,8.174116,Something magical is about to unfold in the most unexpected place.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
605,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Jane Eyre,2.420301,The passionate tale of forbidden secrets!,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
606,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",Loaded,0.618066,,en,[]
607,"[{'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",Pane e cioccolata,1.3066280000000001,You'll Laugh Till Your Heart Breaks,it,"[{'iso_3166_1': 'IT', 'name': 'Italy'}]"
